#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
150,Aaron Holiday,IND,66,24.5,9.5,3.5,8.5,41.4,1.3,3.3,39.4,1.1,1.3,85.1,0.3,2.0,2.4,3.4,0.8,0.2,1.3,9.8
151,George Hill,MIL,59,21.5,9.4,3.3,6.4,51.6,1.4,3.0,46.0,1.4,1.7,84.2,0.8,2.2,3.0,3.1,0.8,0.1,1.0,12.0
152,Kentavious Caldwell-Pope,LAL,69,25.5,9.3,3.4,7.3,46.7,1.3,3.5,38.5,1.1,1.5,77.5,0.6,1.5,2.1,1.6,0.8,0.2,0.9,8.9
153,Michael Porter Jr.,DEN,55,16.4,9.3,3.5,7.0,50.9,1.1,2.7,42.2,1.1,1.3,83.3,1.2,3.5,4.7,0.8,0.5,0.5,0.9,11.3
154,Marquese Chriss,GSW,59,20.3,9.3,3.6,6.5,54.5,0.1,0.7,20.5,2.0,2.6,76.9,1.9,4.3,6.2,1.9,0.7,1.1,1.3,14.2
155,Landry Shamet,LAC,53,27.4,9.3,3.0,7.4,40.4,2.1,5.6,37.5,1.2,1.4,85.5,0.1,1.8,1.9,1.9,0.4,0.2,0.8,8.2
156,Daniel Theis,BOS,65,24.1,9.2,3.7,6.6,56.6,0.5,1.5,33.3,1.3,1.8,76.3,2.2,4.4,6.6,1.7,0.6,1.3,0.8,15.3
157,Donte DiVincenzo,MIL,66,23.0,9.2,3.5,7.7,45.5,1.3,3.7,33.6,1.0,1.3,73.3,1.0,3.8,4.8,2.3,1.3,0.3,1.4,12.1
158,Jarrett Culver,MIN,63,23.9,9.2,3.7,9.0,40.4,1.0,3.5,29.9,0.9,1.9,46.2,1.1,2.3,3.4,1.7,0.9,0.6,1.3,8.2
159,Mikal Bridges,PHX,73,28.0,9.1,3.4,6.6,51.0,1.0,2.7,36.1,1.4,1.7,84.4,0.9,3.1,4.0,1.8,1.4,0.6,1.0,12.4
160,Maxi Kleber,DAL,74,25.5,9.1,3.2,6.9,46.1,1.6,4.3,37.3,1.1,1.3,84.9,1.5,3.7,5.2,1.2,0.3,1.1,0.8,12.3
161,Monté Morris,DEN,73,22.4,9.0,3.6,7.8,45.9,0.9,2.4,37.8,1.0,1.2,84.3,0.3,1.5,1.9,3.5,0.8,0.2,0.7,10.3
162,Derrick Favors,NOP,51,24.4,9.0,4.1,6.6,61.7,0.0,0.1,14.3,0.8,1.4,56.3,3.2,6.6,9.8,1.6,0.6,0.9,1.1,17.7
162,Svi Mykhailiuk,DET,56,22.6,9.0,3.0,7.2,41.0,2.1,5.1,40.4,1.0,1.3,81.4,0.3,1.6,1.9,1.9,0.7,0.1,1.1,8.0
164,Bruce Brown,DET,58,28.2,8.9,3.4,7.7,44.3,0.6,1.7,34.4,1.5,2.1,73.9,1.1,3.7,4.7,4.0,1.1,0.5,1.7,12.6
165,Gary Trent Jr.,POR,61,21.8,8.9,3.2,7.2,44.4,1.8,4.4,41.8,0.6,0.7,82.2,0.4,1.2,1.6,1.0,0.8,0.3,0.3,8.1
166,Cameron Johnson,PHX,57,22.0,8.8,3.1,7.1,43.5,1.9,4.8,39.0,0.8,1.0,80.7,0.9,2.4,3.3,1.2,0.6,0.4,0.6,9.5
167,Jordan Poole,GSW,57,22.4,8.8,2.9,8.8,33.3,1.3,4.6,27.9,1.7,2.1,79.8,0.2,1.9,2.1,2.4,0.6,0.2,1.3,6.4
168,Kent Bazemore,SAC,68,24.8,8.8,2.9,7.9,37.5,1.2,3.6,34.4,1.7,2.2,76.9,0.4,3.9,4.3,1.4,1.1,0.6,1.3,9.4
169,Austin Rivers,HOU,68,23.4,8.8,3.1,7.4,42.1,1.4,4.0,35.6,1.1,1.6,70.3,0.4,2.2,2.6,1.7,0.7,0.1,0.7,8.4
170,Josh Okogie,MIN,62,25.0,8.6,2.7,6.4,42.7,0.7,2.5,26.6,2.5,3.1,79.6,1.4,2.9,4.3,1.6,1.1,0.4,1.4,10.3
171,Derrick Jones Jr.,MIA,59,23.3,8.5,3.1,5.9,52.7,0.6,2.2,28.0,1.6,2.1,77.2,1.1,2.8,3.9,1.1,1.0,0.6,0.5,11.3
172,E'Twaun Moore,NOP,56,18.2,8.3,3.3,7.8,42.6,1.1,3.0,37.7,0.6,0.8,68.9,0.6,1.8,2.3,1.4,0.6,0.2,0.7,7.4
173,DeAndre Jordan,BKN,56,22.0,8.3,3.4,5.1,66.6,0.0,0.0,0.0,1.5,2.2,68.0,2.5,7.5,10.0,1.9,0.3,0.9,1.3,17.7
174,Ivica Zubac,LAC,72,18.4,8.3,3.3,5.3,61.3,0.0,0.0,0.0,1.7,2.3,74.7,2.7,4.8,7.5,1.1,0.2,0.9,0.8,14.6
175,Anfernee Simons,POR,70,20.7,8.3,3.1,7.7,39.9,1.1,3.2,33.2,1.1,1.3,82.6,0.4,1.8,2.2,1.4,0.4,0.1,0.9,6.6
176,Justin Holiday,IND,73,25.0,8.3,2.8,6.7,42.8,1.8,4.5,40.5,0.7,0.9,79.1,0.4,2.8,3.3,1.3,1.2,0.6,0.6,10.0
177,Kelly Olynyk,MIA,67,19.4,8.2,2.7,5.9,46.2,1.4,3.5,40.6,1.3,1.5,86.0,0.7,3.9,4.6,1.7,0.7,0.3,1.1,11.0
178,Jalen Brunson,DAL,57,17.9,8.2,3.2,6.8,46.6,0.8,2.1,35.8,1.1,1.3,81.3,0.4,2.0,2.4,3.3,0.4,0.1,1.2,9.2
179,Enes Freedom,BOS,58,16.9,8.1,3.4,6.0,57.2,0.0,0.1,14.3,1.2,1.7,70.7,2.8,4.6,7.4,1.0,0.4,0.7,1.0,13.5
180,Danny Green,LAL,68,24.8,8.0,2.9,7.0,41.6,1.8,4.8,36.7,0.5,0.7,68.8,0.8,2.6,3.3,1.3,1.3,0.5,0.9,9.2
181,Tony Snell,DET,59,27.8,8.0,2.9,6.5,44.5,1.7,4.3,40.2,0.5,0.5,100.0,0.2,1.7,1.9,2.2,0.5,0.3,0.5,8.7
182,Trevor Ariza,POR,53,28.2,8.0,2.7,6.1,43.8,1.5,3.9,37.2,1.2,1.4,83.8,0.6,4.0,4.6,1.7,1.3,0.3,1.1,11.2
183,Alex Len,SAC,55,17.7,8.0,3.2,5.8,55.5,0.3,1.1,27.1,1.2,1.9,64.8,1.8,4.0,5.8,0.9,0.4,0.9,1.0,11.7
184,Patrick Beverley,LAC,51,26.3,7.9,2.9,6.7,43.1,1.6,4.0,38.8,0.6,0.9,66.0,1.1,4.1,5.2,3.6,1.1,0.5,1.3,12.9
185,De'Anthony Melton,MEM,60,19.5,7.6,2.7,6.7,40.1,0.7,2.3,28.6,1.6,2.0,76.9,0.7,3.0,3.7,2.9,1.3,0.3,1.4,9.9
186,Omari Spellman,MIN,49,18.1,7.6,2.6,6.0,43.1,0.9,2.2,39.1,1.5,1.9,79.3,1.6,2.9,4.5,1.0,0.7,0.5,1.1,9.2
187,Terence Davis,TOR,72,16.8,7.5,2.8,6.1,45.6,1.3,3.4,38.8,0.7,0.8,86.4,0.7,2.6,3.3,1.6,0.5,0.2,1.1,8.7
188,Dwight Howard,LAL,69,18.9,7.5,2.9,4.0,72.9,0.0,0.1,60.0,1.6,3.1,51.4,2.5,4.9,7.3,0.7,0.4,1.1,1.2,13.3
189,Tyus Jones,MEM,65,19.0,7.4,3.0,6.6,45.9,0.7,1.9,37.9,0.7,0.9,74.1,0.1,1.4,1.6,4.4,0.9,0.1,0.8,9.8
190,Bismack Biyombo,CHA,53,19.4,7.4,2.8,5.2,54.3,0.0,0.0,0.0,1.7,2.8,60.3,2.3,3.5,5.8,0.9,0.2,0.9,0.9,10.8
191,Jaxson Hayes,NOP,64,16.9,7.4,2.7,4.0,67.2,0.0,0.1,25.0,1.9,3.0,64.7,1.5,2.5,4.0,0.9,0.4,0.9,0.8,10.4
192,Wesley Matthews,MIL,67,24.4,7.4,2.5,6.3,39.6,1.6,4.4,36.4,0.8,1.0,76.5,0.3,2.1,2.5,1.4,0.6,0.1,0.6,7.2
193,Gorgui Dieng,MEM,63,17.4,7.4,2.6,5.8,45.6,0.9,2.4,35.5,1.2,1.6,77.2,1.4,4.2,5.6,1.2,0.8,0.9,1.0,11.4
194,Nerlens Noel,OKC,61,18.5,7.4,3.0,4.4,68.4,0.0,0.0,33.3,1.3,1.7,75.5,1.5,3.4,4.9,0.9,1.0,1.5,1.1,12.8
195,Emmanuel Mudiay,UTA,54,15.7,7.3,2.8,6.1,46.2,0.6,1.6,34.5,1.2,1.5,75.9,0.3,2.0,2.3,2.1,0.4,0.2,1.4,7.4
196,Kris Dunn,CHI,51,24.9,7.3,3.0,6.7,44.4,0.6,2.2,25.9,0.8,1.1,74.1,0.5,3.2,3.6,3.4,2.0,0.3,1.3,11.3
197,Willie Cauley-Stein,DAL,54,20.3,7.2,3.2,5.6,57.9,0.0,0.0,0.0,0.7,1.2,60.6,1.6,4.3,5.8,1.3,0.9,1.1,0.7,12.8
198,Mason Plumlee,DEN,61,17.3,7.2,2.9,4.7,61.5,0.0,0.1,0.0,1.4,2.5,53.5,1.6,3.6,5.2,2.5,0.5,0.6,1.3,11.7
199,Rondae Hollis-Jefferson,TOR,60,18.7,7.0,2.6,5.5,47.1,0.1,0.4,13.0,1.8,2.4,73.4,1.8,2.9,4.7,1.8,0.8,0.4,1.0,10.1
200,P.J. Tucker,HOU,72,34.3,6.9,2.5,5.9,41.5,1.5,4.2,35.8,0.5,0.7,81.3,1.6,5.1,6.6,1.6,1.1,0.5,1.0,12.1
201,Delon Wright,DAL,73,21.5,6.9,2.6,5.6,46.2,0.6,1.7,37.0,1.1,1.4,77.0,1.0,2.9,3.8,3.3,1.2,0.3,1.0,11.2
202,Brad Wanamaker,BOS,71,19.3,6.9,2.3,5.1,44.8,0.5,1.4,36.3,1.8,1.9,92.6,0.3,1.7,2.0,2.5,0.9,0.2,1.1,8.4
203,JaMychal Green,LAC,63,20.7,6.8,2.4,5.6,42.9,1.5,3.8,38.7,0.6,0.8,75.0,1.2,4.9,6.2,0.8,0.5,0.4,0.9,10.4
204,Damyean Dotson,NYK,48,17.4,6.7,2.5,6.0,41.4,1.2,3.4,36.2,0.5,0.7,66.7,0.2,1.7,1.9,1.2,0.5,0.1,0.4,6.1
205,Kyle Korver,MIL,58,16.6,6.7,2.2,5.1,43.0,1.7,4.1,41.8,0.6,0.7,85.4,0.3,1.8,2.1,1.2,0.4,0.2,0.8,6.8
206,Chris Boucher,TOR,62,13.2,6.6,2.3,4.8,47.2,0.6,1.9,32.2,1.5,1.9,78.4,1.7,2.7,4.5,0.4,0.4,1.0,0.5,9.5
207,Nicolo Melli,NOP,60,17.4,6.6,2.3,5.4,42.1,1.2,3.4,33.5,0.9,1.2,74.0,0.6,2.4,3.0,1.4,0.6,0.4,0.8,7.7
208,James Ennis III,ORL,69,18.3,6.6,2.3,5.2,44.6,0.8,2.4,32.5,1.1,1.4,80.6,1.0,2.5,3.6,0.9,0.5,0.3,0.8,7.9
209,Ersan Ilyasova,MIL,63,15.7,6.6,2.3,5.0,46.6,0.8,2.2,36.5,1.1,1.4,82.8,1.0,3.8,4.8,0.8,0.4,0.3,0.5,9.4
210,JaVale McGee,LAL,68,16.6,6.6,2.9,4.5,63.7,0.0,0.1,50.0,0.8,1.2,64.6,1.8,3.9,5.7,0.5,0.5,1.4,0.8,11.9
211,T.J. McConnell,IND,71,18.7,6.5,3.0,5.8,51.6,0.1,0.2,29.4,0.5,0.6,83.3,0.5,2.1,2.7,5.0,0.8,0.2,1.4,10.8
212,Kevin Knox II,NYK,65,17.9,6.4,2.2,6.2,35.9,1.0,3.1,32.7,1.0,1.6,65.3,0.4,2.4,2.8,0.9,0.4,0.4,0.7,5.8
213,Trey Lyles,SAS,63,20.2,6.4,2.4,5.4,44.6,1.0,2.7,38.7,0.5,0.7,73.3,1.1,4.6,5.7,1.1,0.4,0.4,0.6,10.3
214,Lonnie Walker IV,SAS,61,16.2,6.4,2.5,5.9,42.6,0.7,1.7,40.6,0.7,1.0,72.1,0.4,1.9,2.3,1.1,0.5,0.2,0.7,6.2
215,Cory Joseph,SAC,72,24.4,6.4,2.4,5.7,41.5,0.8,2.2,35.2,0.8,1.0,85.7,0.6,2.0,2.6,3.5,0.7,0.3,1.1,8.9
216,Royce O'Neale,UTA,71,28.9,6.3,2.2,5.1,43.3,1.3,3.4,37.7,0.6,0.8,76.4,0.4,5.1,5.5,2.5,0.8,0.5,0.9,11.7
217,Marco Belinelli,SAS,57,15.5,6.3,2.2,5.5,39.2,1.2,3.1,37.6,0.8,1.0,82.8,0.1,1.6,1.7,1.2,0.2,0.0,0.3,5.6
218,Frank Jackson,NOP,59,13.5,6.3,2.3,5.6,40.5,0.8,2.4,32.6,0.9,1.3,74.7,0.4,1.0,1.4,1.0,0.3,0.1,0.8,4.6
219,Abdel Nader,OKC,55,15.8,6.3,2.2,4.8,46.8,0.9,2.3,37.5,0.9,1.2,77.3,0.3,1.6,1.8,0.7,0.4,0.4,0.8,6.0
220,Frank Ntilikina,NYK,57,20.8,6.3,2.3,5.8,39.3,0.8,2.4,32.1,0.9,1.0,86.4,0.4,1.7,2.1,3.0,0.9,0.3,1.2,7.7
221,Taj Gibson,NYK,62,16.5,6.1,2.7,4.6,58.4,0.1,0.2,28.6,0.7,0.9,73.2,1.8,2.5,4.3,0.8,0.4,0.5,0.8,9.3
222,Juancho Hernangomez,MIN,48,17.4,6.0,2.1,5.1,40.5,0.9,2.7,34.1,0.9,1.5,62.0,0.9,3.2,4.1,0.8,0.4,0.2,0.7,7.2
222,Mike Scott,PHI,68,17.8,6.0,2.2,5.1,42.6,1.2,3.2,36.9,0.4,0.5,81.1,1.0,2.7,3.6,0.8,0.3,0.1,0.4,7.4
224,Georges Niang,UTA,66,14.0,5.9,2.1,4.9,43.8,1.4,3.4,40.0,0.3,0.4,83.3,0.2,1.7,1.9,0.7,0.3,0.1,0.5,5.6
225,Marvin Williams,MIL,58,19.5,5.9,2.1,4.6,44.6,1.0,2.7,35.9,0.8,1.0,86.0,0.5,2.6,3.2,1.0,0.6,0.5,0.6,8.0
226,Kyle Anderson,MEM,67,19.9,5.8,2.3,4.9,47.4,0.4,1.3,28.2,0.8,1.2,66.7,0.9,3.4,4.3,2.4,0.8,0.6,1.0,9.9
227,Wes Iwundu,ORL,52,18.3,5.8,1.9,4.5,41.6,0.5,1.6,34.1,1.5,1.9,80.4,0.5,2.1,2.5,1.2,0.5,0.3,0.5,6.7
228,Maurice Harkless,NYK,62,23.0,5.8,2.3,4.6,50.2,0.5,1.6,34.7,0.6,1.1,59.1,0.9,3.0,3.9,1.1,0.9,0.5,0.9,8.6
229,Jakob Poeltl,SAS,66,17.7,5.6,2.5,4.0,62.4,0.0,0.0,0.0,0.6,1.3,46.5,2.0,3.7,5.7,1.8,0.6,1.4,0.8,12.0
230,Darius Bazley,OKC,61,18.5,5.6,2.0,5.2,39.4,0.8,2.3,34.8,0.7,1.0,69.4,0.5,3.5,4.0,0.7,0.4,0.7,0.7,7.2
231,Damian Jones,ATL,55,16.1,5.6,2.2,3.2,68.0,0.0,0.2,22.2,1.1,1.5,73.8,1.3,2.4,3.7,0.6,0.5,0.7,0.5,9.2
232,Justin Jackson,DAL,65,16.1,5.5,2.1,5.2,39.6,0.7,2.5,29.4,0.6,0.8,84.0,0.4,2.0,2.4,0.8,0.2,0.2,0.2,5.6
233,Solomon Hill,MIA,59,18.4,5.5,1.9,4.7,39.6,1.1,2.9,36.8,0.7,0.9,74.1,0.5,2.3,2.8,1.8,0.7,0.2,0.9,7.0
234,Alex Caruso,LAL,64,18.4,5.5,1.9,4.5,41.2,0.6,1.9,33.3,1.1,1.5,73.4,0.3,1.7,1.9,1.9,1.1,0.3,0.8,6.8
235,Torrey Craig,DEN,58,18.5,5.4,2.1,4.6,46.1,0.8,2.4,32.6,0.4,0.6,61.1,1.1,2.2,3.3,0.8,0.4,0.6,0.4,7.3
236,Robin Lopez,MIL,66,14.5,5.4,2.2,4.5,49.2,0.5,1.6,33.3,0.4,0.8,52.8,0.8,1.6,2.4,0.7,0.2,0.7,1.0,5.7
237,Pat Connaughton,MIL,67,18.6,5.4,2.0,4.5,45.5,0.8,2.5,33.1,0.5,0.6,77.5,0.9,3.3,4.2,1.6,0.4,0.5,0.8,8.7
238,Mo Bamba,ORL,62,14.2,5.4,2.1,4.6,46.2,0.6,1.7,34.6,0.5,0.7,67.4,1.6,3.3,4.9,0.7,0.4,1.4,0.7,9.3
239,Sterling Brown,MIL,52,14.8,5.1,1.8,4.9,37.1,0.8,2.6,32.4,0.6,0.8,80.0,0.6,2.9,3.5,1.0,0.6,0.1,0.8,6.3
240,Raul Neto,PHI,54,12.4,5.1,1.9,4.1,45.5,0.6,1.6,38.6,0.7,0.9,83.0,0.2,0.9,1.1,1.8,0.4,0.1,0.9,5.3
241,Jerome Robinson,WAS,63,15.5,5.1,1.8,4.9,37.1,0.8,2.4,32.0,0.6,0.9,70.2,0.2,1.8,2.0,1.4,0.4,0.3,0.8,5.1
242,Isaac Bonga,WAS,66,18.9,5.0,1.8,3.5,50.4,0.4,1.1,35.2,1.0,1.3,81.2,1.1,2.3,3.4,1.2,0.7,0.3,0.9,7.7
243,Vince Carter,ATL,60,14.6,5.0,1.8,5.1,35.2,1.0,3.4,30.2,0.4,0.5,79.3,0.3,1.8,2.1,0.8,0.4,0.4,0.6,4.7
244,Cody Martin,CHA,48,18.8,5.0,1.9,4.3,43.0,0.4,1.6,23.4,0.9,1.4,64.6,0.8,2.5,3.3,2.0,0.8,0.2,0.9,7.4
245,Patrick Patterson,LAC,59,13.2,4.9,1.6,3.9,40.8,1.1,2.9,39.0,0.6,0.7,81.4,0.6,2.0,2.6,0.7,0.1,0.1,0.4,5.5
246,Jevon Carter,PHX,58,16.3,4.9,1.7,4.2,41.6,1.1,2.5,42.5,0.4,0.5,85.2,0.5,1.5,2.0,1.4,0.8,0.3,0.6,6.5
247,Tony Bradley,UTA,58,11.4,4.9,2.2,3.3,66.7,0.1,0.1,100.0,0.5,0.8,65.2,1.9,2.7,4.6,0.4,0.2,0.6,0.5,8.8
248,Mario Hezonja,POR,53,16.4,4.8,1.7,4.1,42.2,0.5,1.5,30.8,0.9,1.1,81.4,0.6,2.9,3.5,0.9,0.7,0.2,0.8,6.7
249,Matisse Thybulle,PHI,65,19.8,4.7,1.7,4.1,42.3,0.9,2.4,35.7,0.4,0.6,61.0,0.7,1.0,1.6,1.2,1.4,0.7,0.8,6.3
250,Thon Maker,DET,60,12.9,4.7,1.6,3.2,48.2,0.4,1.1,34.4,1.2,1.8,66.4,0.9,1.9,2.8,0.7,0.4,0.7,0.8,6.2
251,Ryan Arcidiacono,CHI,58,16.0,4.5,1.6,3.8,40.9,0.9,2.4,39.1,0.5,0.7,71.1,0.3,1.6,1.9,1.7,0.5,0.1,0.6,5.5
252,Treveon Graham,ATL,55,16.9,4.4,1.6,4.4,36.0,0.6,2.2,27.5,0.7,1.0,64.3,0.9,1.8,2.7,0.8,0.4,0.1,0.5,4.8
253,Bruno Fernando,ATL,56,12.7,4.3,1.8,3.6,51.8,0.1,0.7,13.5,0.5,0.9,56.9,1.2,2.3,3.5,0.9,0.3,0.3,0.8,6.5
254,Elie Okobo,PHX,55,13.1,4.0,1.3,3.3,39.8,0.5,1.3,35.2,0.9,1.3,70.4,0.3,1.3,1.6,2.1,0.4,0.1,0.7,5.2
255,Terrance Ferguson,OKC,56,22.4,3.9,1.4,3.9,35.5,0.9,3.0,29.2,0.3,0.4,75.0,0.4,0.9,1.3,0.9,0.5,0.3,0.6,3.8
256,Anthony Tolliver,MEM,55,15.9,3.6,1.2,3.3,35.7,0.9,2.6,33.8,0.4,0.5,72.4,0.6,2.2,2.8,0.8,0.3,0.2,0.6,4.9
257,Grant Williams,BOS,69,15.1,3.4,1.3,3.1,41.2,0.3,1.4,25.0,0.6,0.8,72.2,0.9,1.7,2.6,1.0,0.4,0.5,0.7,5.2
258,Semi Ojeleye,BOS,69,14.7,3.4,1.2,2.8,40.8,0.7,1.8,37.8,0.4,0.5,87.5,0.4,1.7,2.1,0.5,0.3,0.1,0.3,4.4
259,Rodney McGruder,LAC,56,15.6,3.3,1.3,3.2,39.8,0.4,1.6,27.0,0.3,0.6,55.9,0.5,2.2,2.7,0.6,0.5,0.1,0.4,4.6
260,Goga Bitadze,IND,54,8.7,3.2,1.3,2.8,46.7,0.1,0.8,19.0,0.4,0.6,72.7,0.5,1.5,2.0,0.4,0.2,0.7,0.5,4.3
261,Matthew Dellavedova,CLE,57,14.4,3.1,1.1,3.1,35.4,0.4,1.6,23.1,0.6,0.6,86.5,0.3,1.0,1.3,3.2,0.4,0.0,1.0,4.9
