#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFF,AST/ TOV,STL/ TOV
472,Jordan Hall,SAS,9,83,28,9,28,32.1,3,15,20.0,7,9,77.8,3,9,12,11,1,0,7,6,24,1.57,0.14
472,Joshua Primo,SAS,4,93,28,9,26,34.6,3,12,25.0,7,9,77.8,2,11,13,18,1,2,11,8,32,1.64,0.09
475,Udonis Haslem,MIA,7,72,27,10,29,34.5,3,9,33.3,4,5,80.0,4,7,11,0,1,2,1,11,20,0.0,1.0
476,Ryan Arcidiacono,POR,20,172,26,9,37,24.3,8,23,34.8,0,0,0.0,0,15,15,23,5,0,7,17,34,3.29,0.71
477,Mac McClung,PHI,2,41,25,9,20,45.0,4,11,36.4,3,5,60.0,3,7,10,9,0,0,3,3,28,3.0,0.0
477,Noah Vonleh,BOS,23,172,25,11,24,45.8,1,4,25.0,2,2,100.0,18,30,48,7,2,8,11,35,66,0.64,0.18
477,Sam Merrill,CLE,5,59,25,9,22,40.9,5,18,27.8,2,2,100.0,0,9,9,5,4,0,0,3,30,0.0,0.0
480,Gabe York,IND,3,56,24,8,21,38.1,6,18,33.3,2,2,100.0,0,6,6,5,2,0,0,5,24,0.0,0.0
480,Keon Ellis,SAC,16,71,24,7,16,43.8,6,12,50.0,4,7,57.1,4,4,8,6,5,1,1,10,31,6.0,5.0
480,Micah Potter,UTA,7,52,24,10,15,66.7,4,7,57.1,0,0,0.0,3,13,16,4,1,0,2,5,38,2.0,0.5
483,Ryan Rollins,GSW,12,62,23,7,20,35.0,3,9,33.3,6,6,100.0,3,9,12,6,1,1,16,10,14,0.38,0.06
484,Jarrell Brantley,UTA,4,39,22,8,14,57.1,4,9,44.4,2,2,100.0,1,5,6,3,0,2,2,3,25,1.5,0.0
484,PJ Dozier,SAC,16,79,22,10,33,30.3,2,16,12.5,0,0,0.0,1,13,14,10,6,1,5,7,25,2.0,1.2
486,Jack White,DEN,17,66,21,8,19,42.1,3,9,33.3,2,3,66.7,6,11,17,4,3,2,2,9,33,2.0,1.5
486,Trevelin Queen,IND,7,70,21,7,29,24.1,2,15,13.3,5,5,100.0,8,9,17,6,2,5,7,4,22,0.86,0.29
486,Tyrese Martin,ATL,16,66,21,9,23,39.1,1,7,14.3,2,2,100.0,5,7,12,2,1,0,2,2,20,1.0,0.5
489,Carlik Jones,CHI,7,56,20,6,15,40.0,3,6,50.0,5,8,62.5,1,4,5,6,2,0,2,2,19,3.0,1.0
489,Justin Jackson,BOS,23,107,20,7,27,25.9,5,20,25.0,1,2,50.0,2,15,17,9,4,4,2,7,31,4.5,2.0
489,Louis King,PHI,1,29,20,8,13,61.5,4,8,50.0,0,1,0.0,2,2,4,2,1,0,2,4,19,1.0,0.5
489,Ron Harper Jr.,TOR,9,48,20,8,16,50.0,3,9,33.3,1,1,100.0,3,4,7,4,0,1,0,3,24,0.0,0.0
493,JD Davison,BOS,12,66,19,8,19,42.1,2,7,28.6,1,2,50.0,2,7,9,11,2,2,4,5,27,2.75,0.5
493,Tony Bradley,CHI,12,33,19,6,12,50.0,3,5,60.0,4,4,100.0,1,10,11,1,1,1,1,2,26,1.0,1.0
495,Andre Iguodala,GSW,8,113,17,7,15,46.7,1,9,11.1,2,3,66.7,3,14,17,19,4,3,9,11,42,2.11,0.44
495,Justin Minaya,POR,4,89,17,7,23,30.4,3,12,25.0,0,1,0.0,3,12,15,4,2,5,4,9,22,1.0,0.5
495,Michael Carter-Williams,ORL,4,44,17,6,14,42.9,1,3,33.3,4,7,57.1,1,4,5,7,1,1,4,5,16,1.75,0.25
495,Xavier Sneed,CHA,4,48,17,5,10,50.0,3,6,50.0,4,4,100.0,0,5,5,5,0,1,3,7,20,1.67,0.0
499,Buddy Boeheim,DET,10,90,16,5,27,18.5,4,25,16.0,2,2,100.0,2,4,6,4,2,0,0,6,6,0.0,0.0
499,RaiQuan Gray,BKN,1,35,16,6,12,50.0,2,5,40.0,2,2,100.0,3,6,9,7,0,1,4,5,23,1.75,0.0
501,Darius Days,HOU,4,25,15,5,12,41.7,3,10,30.0,2,2,100.0,1,5,6,1,0,1,0,2,16,0.0,0.0
501,Jamaree Bouyea,WAS,5,71,15,6,14,42.9,2,6,33.3,1,2,50.0,1,5,6,4,4,2,4,6,18,1.0,1.0
503,Scotty Pippen Jr.,LAL,6,32,14,4,12,33.3,1,3,33.3,5,9,55.6,2,2,4,2,2,1,2,3,9,1.0,1.0
504,Jay Scrubb,ORL,2,30,13,5,7,71.4,2,2,100.0,1,2,50.0,0,6,6,1,2,0,3,2,16,0.33,0.67
505,Neemias Queta,SAC,5,29,12,6,9,66.7,0,0,0.0,0,2,0.0,5,6,11,1,0,2,1,7,20,1.0,0.0
506,Justin Champagnie,BOS,5,34,11,5,15,33.3,1,5,20.0,0,0,0.0,3,5,8,4,1,0,0,2,14,0.0,0.0
507,Facundo Campazzo,DAL,8,52,10,3,13,23.1,3,11,27.3,1,2,50.0,0,2,2,9,6,0,3,3,13,3.0,2.0
507,Lester Quinones,GSW,4,18,10,2,5,40.0,2,4,50.0,4,6,66.7,1,2,3,2,1,0,5,0,6,0.4,0.2
509,Cole Swider,LAL,7,41,9,3,9,33.3,3,8,37.5,0,0,0.0,1,6,7,4,0,0,0,3,14,0.0,0.0
509,Isaiah Todd,WAS,6,61,9,3,19,15.8,1,10,10.0,2,2,100.0,2,10,12,4,1,0,2,4,8,2.0,0.5
509,Joe Wieskamp,TOR,9,50,9,3,14,21.4,3,12,25.0,0,0,0.0,0,4,4,3,0,0,1,3,4,3.0,0.0
509,Kendall Brown,IND,6,40,9,4,7,57.1,0,1,0.0,1,2,50.0,2,4,6,3,4,0,2,9,16,1.5,2.0
509,Trevor Hudgins,HOU,5,28,9,2,9,22.2,2,8,25.0,3,3,100.0,0,0,0,3,0,0,1,1,4,3.0,0.0
509,Tyler Dorsey,DAL,3,8,9,4,5,80.0,1,2,50.0,0,0,0.0,1,1,2,0,0,0,0,0,10,0.0,0.0
515,Alize Johnson,SAS,4,30,7,3,6,50.0,0,2,0.0,1,2,50.0,2,8,10,1,1,0,4,3,11,0.25,0.25
515,Chance Comanche,POR,1,21,7,3,5,60.0,0,0,0.0,1,4,25.0,2,1,3,0,0,1,0,0,6,0.0,0.0
515,Xavier Moon,LAC,4,20,7,3,9,33.3,1,3,33.3,0,0,0.0,0,3,3,5,0,0,1,2,8,5.0,0.0
518,Leandro Bolmaro,UTA,14,68,6,3,20,15.0,0,4,0.0,0,0,0.0,4,3,7,7,3,1,7,10,0,1.0,0.43
518,Marko Simonovic,CHI,7,20,6,2,7,28.6,1,4,25.0,1,2,50.0,1,1,2,0,0,0,0,5,2,0.0,0.0
518,Mfiondu Kabengele,BOS,4,36,6,2,7,28.6,0,3,0.0,2,2,100.0,5,5,10,0,2,0,1,3,12,0.0,2.0
518,Vernon Carey Jr.,UTA,11,28,6,2,8,25.0,0,0,0.0,2,2,100.0,3,8,11,3,2,2,2,5,16,1.5,1.0
522,Dylan Windler,CLE,3,10,5,2,3,66.7,1,2,50.0,0,0,0.0,0,0,0,1,1,0,1,0,5,1.0,1.0
522,Kobi Simmons,CHA,5,28,5,1,6,16.7,1,5,20.0,2,2,100.0,1,3,4,5,0,2,1,0,10,5.0,0.0
522,Malcolm Hill,CHI,5,9,5,2,4,50.0,1,3,33.3,0,0,0.0,0,3,3,0,0,0,0,1,6,0.0,0.0
525,Braxton Key,DET,3,9,4,1,1,100.0,0,0,0.0,2,2,100.0,0,1,1,0,0,0,0,0,5,0.0,0.0
525,Dereon Seabron,NOP,5,12,4,2,5,40.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,1,2,0.0,0.0
525,Donovan Williams,ATL,2,4,4,2,5,40.0,0,2,0.0,0,0,0.0,0,2,2,0,0,0,0,0,3,0.0,0.0
528,Devon Dotson,WAS,6,53,3,1,10,10.0,1,4,25.0,0,0,0.0,6,4,10,8,5,0,3,9,14,2.67,1.67
528,Jacob Gilyard,MEM,1,41,3,1,3,33.3,1,3,33.3,0,0,0.0,0,4,4,7,3,0,2,3,13,3.5,1.5
528,Jordan Schakel,WAS,2,6,3,1,2,50.0,1,1,100.0,0,0,0.0,0,0,0,1,1,0,0,1,4,0.0,0.0
528,Trevor Keels,NYK,3,8,3,1,4,25.0,1,4,25.0,0,0,0.0,0,2,2,0,0,0,0,0,2,0.0,0.0
532,Chima Moneke,SAC,2,8,2,1,2,50.0,0,0,0.0,0,2,0.0,2,0,2,1,0,0,2,2,0,0.5,0.0
532,Chris Silva,DAL,1,3,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,1,0.0,0.0
532,Stanley Umude,DET,1,2,2,0,1,0.0,0,1,0.0,2,2,100.0,0,0,0,0,1,1,0,0,3,0.0,0.0
535,Alondes Williams,BKN,1,5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,2,1,-1,0.0,0.0
535,Deonte Burton,SAC,2,7,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-2,0.0,0.0
535,Frank Jackson,UTA,1,5,0,0,3,0.0,0,1,0.0,0,0,0.0,1,1,2,1,0,0,0,0,0,0.0,0.0
535,Michael Foster Jr.,PHI,1,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
535,Sterling Brown,LAL,4,24,0,0,4,0.0,0,2,0.0,0,0,0.0,3,5,8,2,3,0,0,4,9,0.0,0.0
